Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000242473.1	KIR2DP1	chr19	+	54755023	54767371	0.000000	0.000000	0.000000
ENSG00000125498.20	KIR2DL1	chr19	+	54769793	54784322	0.000000	0.000000	0.000000
ENSG00000264257.1	KIR3DP1	chr19	+	54786355	54790318	0.000000	0.000000	0.000000
ENSG00000189013.16	KIR2DL4	chr19	+	54803610	54814517	0.000000	0.000000	0.000000
ENSG00000167633.18	KIR3DL1	chr19	+	54816468	54830778	0.000000	0.000000	0.000000
ENSG00000221957.8	KIR2DS4	chr19	+	54832676	54848569	0.000000	0.000000	0.000000
ENSG00000240403.5	KIR3DL2	chr19	+	54850443	54867207	0.000000	0.000000	0.000000
ENSG00000199308.1	RNU6-222P	chr19	-	54868939	54869045	0.000000	0.000000	0.000000
ENSG00000186431.19	FCAR	chr19	+	54874235	54891420	0.000000	0.000000	0.000000
ENSG00000268734.1	ENSG00000268734	chr19	+	54890673	54891420	0.000000	0.000000	0.000000
ENSG00000189430.13	NCR1	chr19	+	54906148	54916140	0.000000	0.000000	0.000000
ENSG00000167634.12	NLRP7	chr19	-	54923509	54966312	0.000000	0.000000	0.000000
ENSG00000275012.1	ENSG00000275012	chr19	+	54948864	54948993	0.000000	0.000000	0.000000
ENSG00000022556.16	NLRP2	chr19	+	54953130	55001142	0.000000	0.000000	0.000000
ENSG00000243494.1	RPL36AP50	chr19	+	54973817	54974417	20.005393	2712.407816	2730.337965
ENSG00000267265.6	GP6-AS1	chr19	+	55006193	55048086	0.007561	15.364631	15.466197
ENSG00000088053.11	GP6	chr19	-	55013705	55038264	0.000000	0.000000	0.000000
ENSG00000267149.2	ENSG00000267149	chr19	-	55027593	55053928	0.000000	0.000000	0.000000
ENSG00000160439.16	RDH13	chr19	-	55039108	55071291	0.000000	0.000000	0.000000
ENSG00000131037.15	EPS8L1	chr19	+	55072020	55087923	0.000000	0.000000	0.000000
ENSG00000125503.13	PPP1R12C	chr19	-	55090914	55117637	0.314133	119.758486	120.550140
ENSG00000287170.1	ENSG00000287170	chr19	+	55116420	55123169	0.000000	0.000000	0.000000
ENSG00000267507.1	ENSG00000267507	chr19	-	55119250	55120383	0.000000	0.000000	0.000000
ENSG00000275863.1	MIR7975	chr19	-	55123225	55123292	0.000000	0.000000	0.000000
ENSG00000105048.18	TNNT1	chr19	-	55132698	55149206	0.000000	0.000000	0.000000
ENSG00000129991.13	TNNI3	chr19	-	55151767	55157773	0.000000	0.000000	0.000000
ENSG00000267110.1	ENSG00000267110	chr19	-	55154757	55160671	0.000000	0.000000	0.000000
ENSG00000167646.14	DNAAF3	chr19	-	55158661	55166722	0.000000	0.000000	0.000000
ENSG00000267577.1	DNAAF3-AS1	chr19	+	55158939	55177540	0.000000	0.000000	0.000000
ENSG00000239137.1	ENSG00000239137	chr19	+	55167171	55167274	0.000000	0.000000	0.000000
ENSG00000129990.15	SYT5	chr19	-	55171196	55180289	0.000000	0.000000	0.000000
ENSG00000080031.10	PTPRH	chr19	-	55181247	55209506	0.000000	0.000000	0.000000
ENSG00000286230.1	ENSG00000286230	chr19	-	55214287	55217281	0.000000	0.000000	0.000000
ENSG00000267649.1	ENSG00000267649	chr19	+	55216660	55221616	0.000000	0.000000	0.000000
ENSG00000180089.6	TMEM86B	chr19	-	55226638	55228784	0.096885	13.865887	13.957546
ENSG00000276570.1	ENSG00000276570	chr19	-	55227219	55230279	0.087835	11.909006	11.987729
ENSG00000105063.19	PPP6R1	chr19	-	55229779	55259017	1.422419	674.754084	679.214491
ENSG00000275519.1	MIR6804	chr19	-	55230885	55230952	0.000000	0.000000	0.000000
ENSG00000278328.1	MIR6802	chr19	-	55239912	55239976	0.000000	0.000000	0.000000
ENSG00000278264.1	MIR6803	chr19	-	55245186	55245250	0.000000	0.000000	0.000000
ENSG00000133265.11	HSPBP1	chr19	-	55262223	55280381	0.403344	67.028714	67.471802
ENSG00000160469.17	BRSK1	chr19	+	55282072	55312562	0.000000	0.000000	0.000000
ENSG00000268729.1	ENSG00000268729	chr19	-	55312029	55312495	0.000000	0.000000	0.000000
ENSG00000180061.10	TMEM150B	chr19	-	55312801	55334048	0.000000	0.000000	0.000000
ENSG00000276831.1	ENSG00000276831	chr19	-	55338945	55339283	0.000000	0.000000	0.000000
ENSG00000133247.14	KMT5C	chr19	+	55339853	55348121	0.000000	0.000000	0.000000
ENSG00000160471.13	COX6B2	chr19	-	55349306	55354719	0.000000	0.000000	0.000000
ENSG00000267706.3	ENSG00000267706	chr19	-	55352301	55359516	0.000000	0.000000	0.000000
ENSG00000180043.11	GARIN5B	chr19	-	55354908	55363260	0.000000	0.000000	0.000000
ENSG00000095752.7	IL11	chr19	-	55364382	55370463	0.000000	0.000000	0.000000
ENSG00000160472.5	TMEM190	chr19	+	55376826	55378246	0.000000	0.000000	0.000000
ENSG00000269275.1	ENSG00000269275	chr19	-	55377579	55378125	0.000000	0.000000	0.000000
ENSG00000233493.4	TMEM238	chr19	-	55379244	55384292	0.000000	0.000000	0.000000
ENSG00000108107.15	RPL28	chr19	+	55385932	55403250	10.735898	5770.189002	5808.332362
ENSG00000284029.1	MIR6805	chr19	+	55388181	55388242	0.000001	0.000136	0.000136
ENSG00000108106.14	UBE2S	chr19	-	55399745	55407788	3.370508	499.845655	503.149844
ENSG00000187902.13	SHISA7	chr19	-	55428740	55443300	0.000000	0.000000	0.000000
ENSG00000063241.8	ISOC2	chr19	-	55452985	55462343	0.532897	304.943085	306.958886
ENSG00000283567.2	C19orf85	chr19	-	55463001	55464751	0.000000	0.000000	0.000000
ENSG00000279063.1	ENSG00000279063	chr19	-	55467438	55467934	0.000000	0.000000	0.000000
ENSG00000269859.1	ZNF628-DT	chr19	-	55475983	55476482	0.000000	0.000000	0.000000
ENSG00000197483.11	ZNF628	chr19	+	55476617	55484487	0.000000	0.000000	0.000000
ENSG00000090971.5	NAT14	chr19	+	55485188	55487568	0.341107	68.920244	69.375836
ENSG00000179954.16	SSC5D	chr19	+	55488404	55519099	0.000000	0.000000	0.000000
ENSG00000187550.9	SBK2	chr19	-	55528611	55537133	0.000000	0.000000	0.000000
ENSG00000231274.5	SBK3	chr19	-	55540656	55545543	0.000000	0.000000	0.000000
ENSG00000218891.5	ZNF579	chr19	-	55576774	55580848	0.000000	0.000000	0.000000
ENSG00000179943.8	FIZ1	chr19	-	55591376	55601970	0.154463	53.722517	54.077645
ENSG00000171443.7	ZNF524	chr19	+	55600022	55603138	0.189290	59.293656	59.685612
ENSG00000261221.5	ZNF865	chr19	+	55605647	55617269	0.427056	57.901888	58.284644
ENSG00000276488.1	ENSG00000276488	chr19	-	55612490	55613097	0.118452	16.060176	16.166340
ENSG00000179922.6	ZNF784	chr19	-	55620741	55624566	0.000000	0.000000	0.000000
ENSG00000213015.9	ZNF580	chr19	+	55635016	55643470	0.277425	70.138600	70.602246
ENSG00000171425.10	ZNF581	chr19	+	55635459	55645623	0.246338	135.244058	136.138077
ENSG00000173581.8	CCDC106	chr19	+	55641062	55653161	0.218908	40.788768	41.058399
ENSG00000063244.14	U2AF2	chr19	+	55654146	55674716	2.679460	518.220654	521.646309
ENSG00000267523.1	ENSG00000267523	chr19	-	55661901	55674715	0.000000	0.000000	0.000000
ENSG00000267096.1	ENSG00000267096	chr19	+	55670632	55672069	0.000000	0.000000	0.000000
ENSG00000063245.15	EPN1	chr19	+	55675226	55709858	0.142420	27.817735	28.001621
ENSG00000267117.1	ENSG00000267117	chr19	-	55694118	55694558	0.000000	0.000000	0.000000
ENSG00000267689.1	ENSG00000267689	chr19	-	55705978	55706172	0.000000	0.000000	0.000000
ENSG00000268593.3	ENSG00000268593	chr19	+	55707550	55707855	0.000000	0.000000	0.000000
ENSG00000185792.10	NLRP9	chr19	-	55708438	55738402	0.000000	0.000000	0.000000
ENSG00000222524.1	RN7SKP109	chr19	+	55737285	55737600	0.000000	0.000000	0.000000
ENSG00000223638.4	RFPL4A	chr19	+	55759097	55763421	0.000000	0.000000	0.000000
ENSG00000229292.2	RFPL4AL1	chr19	+	55769118	55773420	0.000000	0.000000	0.000000
ENSG00000255238.1	RFPL4AP1	chr19	+	55777553	55778900	0.000000	0.000000	0.000000
ENSG00000179873.14	NLRP11	chr19	-	55785397	55836800	0.000000	0.000000	0.000000
ENSG00000160505.16	NLRP4	chr19	+	55836540	55881855	0.000000	0.000000	0.000000
ENSG00000173572.12	NLRP13	chr19	-	55891699	55932336	0.000000	0.000000	0.000000
ENSG00000179709.8	NLRP8	chr19	+	55947832	55988629	0.000000	0.000000	0.000000
ENSG00000171487.16	NLRP5	chr19	+	55999726	56061810	0.000000	0.000000	0.000000
ENSG00000267522.1	LINC01864	chr19	+	56066684	56078801	0.000000	0.000000	0.000000
ENSG00000142409.6	ZNF787	chr19	-	56087366	56121295	0.514384	132.510010	133.385956
ENSG00000223060.1	Y_RNA	chr19	+	56105416	56105510	0.000000	0.000000	0.000000
ENSG00000279959.1	ENSG00000279959	chr19	-	56127236	56127466	0.000000	0.000000	0.000000
ENSG00000167685.15	ZNF444	chr19	+	56132599	56160893	0.114551	42.794731	43.077622
ENSG00000279794.1	ENSG00000279794	chr19	+	56149817	56150490	0.222582	30.178520	30.378013
ENSG00000197487.9	GALP	chr19	+	56176008	56185775	0.000000	0.000000	0.000000
ENSG00000197213.11	ZSCAN5B	chr19	-	56189686	56197815	0.000000	0.000000	0.000000
ENSG00000204532.9	ZSCAN5C	chr19	+	56202273	56209461	0.000000	0.000000	0.000000
ENSG00000242411.2	ENSG00000242411	chr19	-	56217168	56217777	50.903279	6901.661558	6947.284425
ENSG00000131848.10	ZSCAN5A	chr19	-	56219670	56368383	0.007879	16.711792	16.822264
ENSG00000267908.2	ZSCAN5DP	chr19	+	56244043	56247482	0.000000	0.000000	0.000000
ENSG00000267710.9	EDDM13	chr19	+	56272748	56310454	0.000000	0.000000	0.000000
ENSG00000267298.1	ENSG00000267298	chr19	-	56311928	56312486	0.000000	0.000000	0.000000
ENSG00000267549.6	ZSCAN5A-AS1	chr19	+	56314703	56365316	0.000000	0.000000	0.000000
ENSG00000200646.1	Y_RNA	chr19	-	56316524	56316636	0.000000	0.000000	0.000000
ENSG00000213014.3	VN2R17P	chr19	-	56317177	56318008	0.000000	0.000000	0.000000
ENSG00000266907.1	ENSG00000266907	chr19	-	56319790	56322310	0.497492	67.451871	67.897756
ENSG00000267145.1	ENSG00000267145	chr19	-	56338288	56338648	0.000000	0.000000	0.000000
ENSG00000266932.1	ENSG00000266932	chr19	-	56342432	56343419	1.043538	141.486879	142.422167
ENSG00000267429.1	ENSG00000267429	chr19	-	56347081	56348183	0.000000	0.000000	0.000000
ENSG00000267606.1	ENSG00000267606	chr19	-	56354493	56368053	0.000000	0.000000	0.000000
ENSG00000290720.1	ZNF542P	chr19	+	56368099	56379828	0.000000	0.000000	0.000000
ENSG00000240225.11	ZNF542P	chr19	+	56373250	56377972	0.000000	0.000000	0.000000
ENSG00000018869.18	ZNF582	chr19	-	56375846	56393538	0.000000	0.000000	0.000000
ENSG00000285996.1	ENSG00000285996	chr19	+	56380230	56383924	0.000000	0.000000	0.000000
ENSG00000267781.1	SLC25A36P1	chr19	+	56386226	56386690	0.000000	0.000000	0.000000
ENSG00000267192.1	ENSG00000267192	chr19	+	56387412	56388424	0.000000	0.000000	0.000000
ENSG00000267454.6	ZNF582-DT	chr19	+	56393656	56399172	0.000000	0.000000	0.000000
ENSG00000198440.9	ZNF583	chr19	+	56397966	56436035	0.000000	0.000000	0.000000
ENSG00000198046.13	ZNF667	chr19	-	56439325	56478065	0.000000	0.000000	0.000000
ENSG00000166770.12	ZNF667-AS1	chr19	+	56477250	56504362	0.000277	0.318486	0.320592
ENSG00000279405.1	ENSG00000279405	chr19	-	56480397	56483977	0.000000	0.000000	0.000000
ENSG00000276578.1	ENSG00000276578	chr19	-	56485923	56494280	0.000000	0.000000	0.000000
ENSG00000196263.8	ZNF471	chr19	+	56507850	56530221	0.057038	9.503206	9.566026
ENSG00000267224.1	ENSG00000267224	chr19	+	56535299	56535763	0.000000	0.000000	0.000000
ENSG00000267421.6	ZFP28-DT	chr19	-	56536156	56538575	0.000000	0.000000	0.000000
ENSG00000196867.8	ZFP28	chr19	+	56538948	56556808	0.000000	0.000000	0.000000
ENSG00000269696.3	ZNF470-DT	chr19	-	56545566	56567441	0.000000	0.000000	0.000000
ENSG00000197016.12	ZNF470	chr19	+	56567468	56588911	0.049231	11.312166	11.386944
ENSG00000268847.1	SIGLEC31P	chr19	-	56589495	56590281	0.000000	0.000000	0.000000
ENSG00000197951.10	ZNF71	chr19	+	56595300	56626481	0.096375	14.766435	14.864047
ENSG00000269793.7	ZIM2-AS1	chr19	+	56595313	56799602	0.000000	0.000000	0.000000
ENSG00000268182.6	SMIM17	chr19	+	56643159	56657247	0.000000	0.000000	0.000000
ENSG00000127903.14	ZNF835	chr19	-	56661980	56671783	0.000000	0.000000	0.000000
ENSG00000286125.3	ENSG00000286125	chr19	+	56669941	56823395	0.000000	0.000000	0.000000
ENSG00000268067.3	OR5AH1P	chr19	+	56760933	56761215	0.000000	0.000000	0.000000
ENSG00000269699.7	ZIM2	chr19	-	56774547	56840731	0.000000	0.000000	0.000000
ENSG00000268407.1	ENSG00000268407	chr19	-	56793048	56793249	0.000000	0.000000	0.000000
ENSG00000198300.14	PEG3	chr19	-	56810077	56840728	0.000000	0.000000	0.000000
ENSG00000268654.2	MIMT1	chr19	+	56840866	56848556	0.000000	0.000000	0.000000
ENSG00000274777.1	ENSG00000274777	chr19	+	56848068	56848204	0.000000	0.000000	0.000000
ENSG00000269786.1	ENSG00000269786	chr19	+	56922018	56922213	0.000000	0.000000	0.000000
ENSG00000268483.1	RPL7AP69	chr19	+	57065334	57066139	0.000000	0.000000	0.000000
ENSG00000274219.1	ENSG00000274219	chr19	-	57111120	57112027	0.000000	0.000000	0.000000
ENSG00000131864.11	USP29	chr19	+	57119138	57131926	0.000000	0.000000	0.000000
ENSG00000141946.1	ZIM3	chr19	-	57134096	57145202	0.000000	0.000000	0.000000
ENSG00000270293.1	DPPA3P8	chr19	+	57150513	57150978	0.000000	0.000000	0.000000
ENSG00000270790.1	ENSG00000270790	chr19	-	57151587	57151860	0.000000	0.000000	0.000000
ENSG00000258873.3	DUXA	chr19	-	57154021	57167485	0.000000	0.000000	0.000000
ENSG00000268379.1	ENSG00000268379	chr19	+	57175233	57177921	0.994220	134.800156	135.691241
ENSG00000083844.11	ZNF264	chr19	+	57191500	57222846	0.159609	22.296897	22.444288
ENSG00000105146.14	AURKC	chr19	+	57231009	57235548	0.000000	0.000000	0.000000
ENSG00000204524.7	ZNF805	chr19	+	57240632	57262728	0.073681	9.989952	10.055990
ENSG00000268713.1	ENSG00000268713	chr19	+	57261354	57262738	0.000000	0.000000	0.000000
ENSG00000267871.6	ZNF460-AS1	chr19	-	57267211	57280334	0.000000	0.000000	0.000000
ENSG00000197714.9	ZNF460	chr19	+	57280051	57294069	0.000000	0.000000	0.000000
ENSG00000279541.1	ENSG00000279541	chr19	-	57293083	57294469	0.054104	7.335628	7.384119
ENSG00000288899.1	ENSG00000288899	chr19	+	57297511	57298391	0.005544	0.751677	0.756646
ENSG00000268205.1	ENSG00000268205	chr19	+	57304305	57308562	0.629176	85.306092	85.870001
ENSG00000268723.1	ENSG00000268723	chr19	-	57317208	57317562	0.000000	0.000000	0.000000
ENSG00000178229.8	ZNF543	chr19	+	57320472	57330770	0.214651	29.103205	29.295589
ENSG00000268678.1	ENSG00000268678	chr19	-	57350848	57352012	0.000000	0.000000	0.000000
ENSG00000131845.15	ZNF304	chr19	+	57351271	57359898	0.124894	17.783446	17.901002
ENSG00000152433.15	ZNF547	chr19	+	57363477	57379565	0.079619	13.985743	14.078195
ENSG00000256060.3	TRAPPC2B	chr19	+	57363551	57365405	0.231834	33.452734	33.673871
ENSG00000268133.1	ENSG00000268133	chr19	+	57363566	57398584	0.000000	0.000000	0.000000
ENSG00000188785.12	ZNF548	chr19	+	57389850	57402992	0.247877	57.492832	57.872884
ENSG00000269533.5	ENSG00000269533	chr19	+	57389884	57419994	0.000000	0.000000	0.000000
ENSG00000268533.1	ENSG00000268533	chr19	+	57394183	57438457	0.000000	0.000000	0.000000
ENSG00000186272.13	ZNF17	chr19	+	57411161	57421934	0.119203	22.092029	22.238067
ENSG00000186230.7	ZNF749	chr19	+	57435325	57447101	0.202737	44.206972	44.499199
ENSG00000268163.1	ENSG00000268163	chr19	-	57437970	57477536	0.000000	0.000000	0.000000
ENSG00000276449.1	ENSG00000276449	chr19	+	57449689	57453011	0.045151	6.121746	6.162213
ENSG00000178201.5	VN1R1	chr19	-	57454790	57457140	0.000000	0.000000	0.000000
ENSG00000268545.1	VN1R107P	chr19	+	57459912	57460120	0.000000	0.000000	0.000000
ENSG00000197128.13	ZNF772	chr19	-	57466663	57477570	0.038463	7.510124	7.559769
ENSG00000268266.1	ENSG00000268266	chr19	+	57477649	57482996	0.000000	0.000000	0.000000
ENSG00000105136.22	ZNF419	chr19	+	57487711	57496098	0.046080	13.537096	13.626582
ENSG00000268107.6	ENSG00000268107	chr19	+	57487718	57517559	0.000000	0.000000	0.000000
ENSG00000152439.13	ZNF773	chr19	+	57499915	57518404	0.032750	24.751777	24.915397
ENSG00000121406.9	ZNF549	chr19	+	57527325	57557542	0.095104	29.253838	29.447219
ENSG00000251369.10	ZNF550	chr19	-	57535257	57559863	0.114470	38.817786	39.074388
ENSG00000083817.9	ZNF416	chr19	-	57571566	57578911	0.000000	0.000000	0.000000
ENSG00000171649.12	ZIK1	chr19	+	57578456	57593890	0.000000	0.000000	0.000000
ENSG00000183647.11	ZNF530	chr19	+	57599885	57612722	0.073848	13.164241	13.251262
ENSG00000213762.12	ZNF134	chr19	+	57614233	57624724	0.304949	43.151452	43.436701
ENSG00000268392.1	ENSG00000268392	chr19	+	57625032	57626950	0.000000	0.000000	0.000000
ENSG00000121417.14	ZNF211	chr19	+	57630395	57644041	0.280925	52.323020	52.668898
ENSG00000269097.1	TPRG1LP1	chr19	+	57664280	57665039	0.000000	0.000000	0.000000
ENSG00000180532.12	ZSCAN4	chr19	+	57668935	57679152	0.000000	0.000000	0.000000
ENSG00000204519.11	ZNF551	chr19	+	57681969	57717301	0.145032	20.280765	20.414829
ENSG00000269026.2	ENSG00000269026	chr19	+	57682045	57753575	0.000000	0.000000	0.000000
ENSG00000179909.16	ZNF154	chr19	-	57696275	57709204	0.068946	9.347963	9.409757
ENSG00000083814.13	ZNF671	chr19	-	57719751	57727624	0.296453	48.903325	49.226597
ENSG00000152443.13	ZNF776	chr19	+	57746815	57758148	0.239104	33.601470	33.823589
ENSG00000083828.16	ZNF586	chr19	+	57769655	57819939	0.014706	15.096988	15.196786
ENSG00000178935.5	ZNF552	chr19	-	57803841	57814913	0.113595	45.471563	45.772149
ENSG00000268750.7	ENSG00000268750	chr19	+	57819719	57858941	0.033597	75.434911	75.933568
ENSG00000269343.9	ZNF587B	chr19	+	57819721	57846238	0.105462	35.875753	36.112906
ENSG00000269304.1	FKBP1AP1	chr19	-	57826461	57826778	7.342775	995.561562	1002.142640
ENSG00000204514.11	ZNF814	chr19	-	57848731	57889074	0.079931	72.604192	73.084136
ENSG00000198466.12	ZNF587	chr19	+	57849859	57865117	0.727861	105.394193	106.090892
ENSG00000269867.1	ENSG00000269867	chr19	-	57867038	57868172	0.484698	65.717212	66.151630
ENSG00000270804.1	UBE2CP5	chr19	+	57867885	57868834	0.562917	80.177091	80.707096
ENSG00000269476.1	ENSG00000269476	chr19	-	57876765	57916591	0.000000	0.000000	0.000000
ENSG00000173480.11	ZNF417	chr19	-	57900296	57916610	0.235479	81.289828	81.827188
ENSG00000196724.13	ZNF418	chr19	-	57921882	57935402	0.000000	0.000000	0.000000
ENSG00000152454.4	ZNF256	chr19	-	57940833	57947706	0.320828	43.499089	43.786636
ENSG00000243234.1	ENSG00000243234	chr19	-	57953158	57953759	0.239233	32.436127	32.650543
ENSG00000177025.3	C19orf18	chr19	-	57958437	57974534	0.000000	0.000000	0.000000
ENSG00000166704.13	ZNF606	chr19	-	57977076	58003349	0.100394	31.462906	31.670889
ENSG00000176593.8	ENSG00000176593	chr19	+	58002061	58011232	0.000000	0.000000	0.000000
ENSG00000235974.2	VN2R19P	chr19	-	58012147	58025926	0.000000	0.000000	0.000000
ENSG00000152467.10	ZSCAN1	chr19	+	58034025	58054631	0.000000	0.000000	0.000000
ENSG00000268660.1	LETM1P2	chr19	+	58044592	58046769	0.351947	47.718322	48.033760
ENSG00000270837.1	HNRNPDLP4	chr19	-	58049046	58049346	0.000000	0.000000	0.000000
ENSG00000288830.2	ENSG00000288830	chr19	-	58054563	58055368	0.000000	0.000000	0.000000
ENSG00000176293.20	ZNF135	chr19	+	58059239	58086310	0.000000	0.000000	0.000000
ENSG00000243642.3	RN7SL526P	chr19	+	58069970	58070288	0.000000	0.000000	0.000000
ENSG00000121413.13	ZSCAN18	chr19	-	58083838	58118427	0.006718	35.868702	36.105810
ENSG00000181894.15	ZNF329	chr19	-	58126248	58155110	0.000000	0.000000	0.000000
ENSG00000268293.1	ENSG00000268293	chr19	+	58136713	58137054	0.000000	0.000000	0.000000
ENSG00000286632.1	ENSG00000286632	chr19	+	58155864	58177576	0.000000	0.000000	0.000000
ENSG00000269236.1	ENSG00000269236	chr19	+	58166166	58167145	0.000000	0.000000	0.000000
ENSG00000171606.18	ZNF274	chr19	+	58183029	58213562	0.070345	23.026609	23.178824
ENSG00000213013.4	RPS15AP36	chr19	+	58216180	58216561	7.848177	1064.085901	1071.119954
ENSG00000268866.1	ENSG00000268866	chr19	+	58224506	58225469	0.000000	0.000000	0.000000
ENSG00000198131.15	ZNF544	chr19	+	58228594	58277495	0.148487	138.026373	138.938785
ENSG00000283515.1	ENSG00000283515	chr19	+	58228914	58315183	0.021930	8.023716	8.076756
ENSG00000268516.4	ZNF8-DT	chr19	-	58257270	58278830	0.079918	26.005385	26.177292
ENSG00000268201.1	ENSG00000268201	chr19	+	58266635	58267685	0.178182	24.158598	24.318297
ENSG00000278129.2	ZNF8	chr19	+	58278955	58302791	0.123008	16.677896	16.788144
ENSG00000267216.1	ZNF8-ERVK3-1	chr19	+	58278966	58315197	0.218233	29.588866	29.784461
ENSG00000142396.11	ERVK3-1	chr19	+	58305374	58316812	0.000000	0.000000	0.000000
ENSG00000283103.5	ENSG00000283103	chr19	-	58309727	58327252	0.198044	44.478682	44.772705
ENSG00000269794.1	ENSG00000269794	chr19	+	58319277	58320489	0.123660	16.766296	16.877129
ENSG00000182318.6	ZSCAN22	chr19	+	58326994	58342332	0.096722	13.113939	13.200628
ENSG00000277588.1	MIR6806	chr19	+	58334688	58334751	0.000000	0.000000	0.000000
ENSG00000282416.1	ENSG00000282416	chr19	-	197310	198066	2.833586	384.188444	386.728090
ENSG00000282051.1	ENSG00000282051	chr19	+	197961	200775	0.939860	189.121547	190.371719
ENSG00000282508.2	LINC01002	chr19	-	198264	246544	0.297676	851.765825	857.396353
ENSG00000282339.1	ENSG00000282339	chr19	-	200499	201174	1.726701	234.112736	235.660319
ENSG00000222329.1	RNU6-1076P	chr19	-	223158	223261	0.000000	0.000000	0.000000
ENSG00000282393.1	ENSG00000282393	chr19	-	248551	251571	0.313803	42.546613	42.827864
ENSG00000141934.10	PLPP2	chr19	-	281040	291403	0.000000	0.000000	0.000000
ENSG00000267124.2	ENSG00000267124	chr19	+	305573	306467	0.000000	0.000000	0.000000
ENSG00000105556.12	MIER2	chr19	-	305573	344815	0.201027	91.203311	91.806203
ENSG00000105549.11	THEG	chr19	-	361747	376026	0.000000	0.000000	0.000000
ENSG00000286667.1	ENSG00000286667	chr19	+	382725	387533	0.000000	0.000000	0.000000
ENSG00000267443.2	ENSG00000267443	chr19	+	397589	399173	0.000000	0.000000	0.000000
ENSG00000183186.8	C2CD4C	chr19	-	405445	409147	0.000000	0.000000	0.000000
ENSG00000129946.11	SHC2	chr19	-	416589	461033	0.000000	0.000000	0.000000
ENSG00000252539.1	RNA5SP462	chr19	+	453134	453245	0.000000	0.000000	0.000000
ENSG00000181781.10	ODF3L2	chr19	-	463346	474983	0.000000	0.000000	0.000000
ENSG00000099866.16	MADCAM1	chr19	+	489176	505343	0.000000	0.000000	0.000000
ENSG00000266933.2	MADCAM1-AS1	chr19	-	490046	507833	0.000000	0.000000	0.000000
ENSG00000141933.9	TPGS1	chr19	+	507497	519654	0.092394	20.238056	20.371838
ENSG00000099804.9	CDC34	chr19	+	531760	542092	0.712626	152.906834	153.917612
ENSG00000197540.8	GZMM	chr19	+	544034	549924	0.000000	0.000000	0.000000
ENSG00000267751.6	BSG-AS1	chr19	-	562360	572228	0.000000	0.000000	0.000000
ENSG00000172270.22	BSG	chr19	+	571277	583494	1.408358	1143.146866	1150.703545
ENSG00000099822.3	HCN2	chr19	+	589881	617159	0.000000	0.000000	0.000000
ENSG00000267036.2	ENSG00000267036	chr19	-	590430	591300	0.000000	0.000000	0.000000
ENSG00000099821.14	POLRMT	chr19	-	617221	633537	0.397233	92.080267	92.688956
ENSG00000261204.1	ENSG00000261204	chr19	-	637105	637537	0.000000	0.000000	0.000000
ENSG00000070388.12	FGF22	chr19	+	639879	644373	0.049640	10.929006	11.001251
ENSG00000070423.18	RNF126	chr19	-	647526	663233	0.720742	214.727502	216.146941
ENSG00000267666.2	ENSG00000267666	chr19	+	663482	669500	0.000000	0.000000	0.000000
ENSG00000070404.10	FSTL3	chr19	+	676392	683392	0.052060	15.341988	15.443405
ENSG00000185198.12	PRSS57	chr19	-	685546	695498	0.000000	0.000000	0.000000
ENSG00000213726.5	RPS2P52	chr19	+	690353	691172	0.825610	111.939366	112.679332
ENSG00000099864.18	PALM	chr19	+	708935	748329	0.000000	0.000000	0.000000
ENSG00000099812.9	MISP	chr19	+	751112	764318	0.000000	0.000000	0.000000
ENSG00000272473.2	ENSG00000272473	chr19	-	781002	782651	0.000000	0.000000	0.000000
ENSG00000267530.5	LINC01836	chr19	+	782755	786092	0.040698	7.323154	7.371563
ENSG00000011304.22	PTBP1	chr19	+	797075	812327	2.492423	925.207790	931.323800
ENSG00000284361.1	MIR4745	chr19	+	804940	805001	0.000000	0.000000	0.000000
ENSG00000129951.19	PLPPR3	chr19	-	812488	821955	0.000000	0.000000	0.000000
ENSG00000263414.1	MIR3187	chr19	+	813584	813653	0.000000	0.000000	0.000000
ENSG00000172232.10	AZU1	chr19	+	825097	832018	0.000000	0.000000	0.000000
ENSG00000196415.10	PRTN3	chr19	+	840999	848175	0.000000	0.000000	0.000000
ENSG00000197561.7	ELANE	chr19	+	851014	856247	0.000000	0.000000	0.000000
ENSG00000197766.9	CFD	chr19	+	859453	867884	0.000000	0.000000	0.000000
ENSG00000175221.16	MED16	chr19	-	867630	893218	0.519422	86.940149	87.514859
ENSG00000207507.1	RNU6-9	chr19	+	893484	893590	0.700935	95.035452	95.663676
ENSG00000198858.10	R3HDM4	chr19	-	896503	913245	1.185999	263.723024	265.466344
ENSG00000116014.10	KISS1R	chr19	+	917287	921005	0.000000	0.000000	0.000000
ENSG00000116017.11	ARID3A	chr19	+	925781	975939	0.399256	116.840722	117.613088
ENSG00000267159.2	ENSG00000267159	chr19	-	928259	928817	0.000000	0.000000	0.000000
ENSG00000275162.1	ENSG00000275162	chr19	+	956485	958149	0.000000	0.000000	0.000000
ENSG00000065268.11	WDR18	chr19	+	984332	998438	1.264564	310.070187	312.119881
ENSG00000266990.1	ENSG00000266990	chr19	-	999796	1002757	0.000000	0.000000	0.000000
ENSG00000116032.5	GRIN3B	chr19	+	1000419	1009732	0.000000	0.000000	0.000000
ENSG00000182087.14	TMEM259	chr19	-	1009648	1021179	1.379558	346.626842	348.918190
