#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
BIRC8(5410),FAM90A28P(2212)	ENSG00000238150	./.	+/.	chr19:53296836	chr19:53775720	intergenic	exon	deletion	0	0	0	0	135	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	mismatches(1)	.	.	.
OR7A8P(1363),ENSG00000290701(9407)	SLC1A6	./.	-/.	chr19:14854307	chr19:14989432	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105143.13	.	.	downstream	upstream	mismatches	.	.	.
ZNF45-AS1	ZNF155	+/.	+/.	chr19:43916169	chr19:43986530	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267191.3	ENSG00000204920.11	.	.	downstream	upstream	mismatches	.	.	.
CARD8	LMTK3(29090),ENSG00000287603(4612)	-/.	./.	chr19:48220721	chr19:48543025	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105483.18	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF555	TLE5	+/+	-/+	chr19:2856406	chr19:2886984	3'UTR	intergenic	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000186300.12	ENSG00000104964.15	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643855	chr19:12643812	3'UTR	exon	deletion/read-through	0	0	0	150	201	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
EEF1A1P7	EEF1A1P7(121),LINC01531(15338)	+/+	./+	chr19:35384048	chr19:35384173	exon	intergenic	deletion/read-through	0	0	0	717	488	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
MEF2B	LINC00663	-/.	-/.	chr19:19184739	chr19:19763922	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213999.17	ENSG00000266904.8	.	.	downstream	upstream	mismatches	.	.	.
GNG7	TEKTIP1	-/.	+/.	chr19:3069328	chr19:3540856	intergenic	intron	deletion/3'-3'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000176533.13	ENSG00000183397.6	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF1A1P7	EEF1A1P7(34),LINC01531(15425)	+/+	./+	chr19:35384026	chr19:35384086	exon	intergenic	deletion/read-through	0	0	0	734	537	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ACER1	ENSG00000214347	-/.	+/.	chr19:6320527	chr19:6409417	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167769.5	ENSG00000214347.8	.	.	downstream	upstream	mismatches	.	.	.
CACNA1A	TRMT1	-/-	-/-	chr19:13263423	chr19:13188891	exon	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000141837.22	ENSG00000104907.13	.	.	upstream	downstream	mismatches(1)	.	.	.
BORCS8-MEF2B	ENSG00000267581	-/.	-/.	chr19:19184739	chr19:19763922	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000064489.23	ENSG00000267581.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267509(149179),ENSG00000266928(19484)	ENSG00000266893	./.	-/.	chr19:28274609	chr19:28538617	intergenic	intron	deletion/read-through	0	0	0	5	4	low	.	.	.	.	.	.	ENSG00000266893.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269825	ZNF600	-/.	-/.	chr19:52678324	chr19:52759545	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000269825.3	ENSG00000189190.11	.	.	downstream	upstream	mismatches(2)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643865	chr19:12643791	3'UTR	exon	deletion/read-through	0	0	0	123	221	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
EEF1A1P7	ENSG00000232680	+/+	-/+	chr19:35382265	chr19:35434228	exon	exon	deletion/read-through/5'-5'	0	0	0	562	0	low	.	.	.	.	.	ENSG00000268222.1	ENSG00000232680.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF14	ENSG00000269043	-/.	+/.	chr19:19713690	chr19:20450500	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105708.9	ENSG00000269043.2	.	.	downstream	upstream	mismatches	.	.	.
C19orf38	LDLR	+/+	+/+	chr19:10851842	chr19:11132591	intron	3'UTR	deletion/read-through	0	0	0	2	4	low	.	.	.	.	.	ENSG00000214212.9	ENSG00000130164.15	.	.	downstream	upstream	mismatches(1)	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092960	chr19:34023078	exon	exon	deletion/read-through	2	0	0	46	42	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	duplicates(1),mismatches(27),non_coding_neighbors	.	.	.
INSR	PNPLA6	-/.	+/.	chr19:7245171	chr19:7544348	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000171105.14	ENSG00000032444.17	.	.	downstream	upstream	mismatches(1)	.	.	.
B3GNT3	RPS18P13(1744),IL12RB1(8161)	+/.	./.	chr19:17807402	chr19:18050834	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000179913.11	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF85	ENSG00000268326	+/.	+/.	chr19:20929276	chr19:20982529	intron	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000105750.15	ENSG00000268326.1	.	.	downstream	upstream	mismatches(1)	.	.	.
CHERP	TMEM38A(18908),ENSG00000269419(3386)	-/.	./.	chr19:16524469	chr19:16708931	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000085872.15	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267922	IGFL1P2(12353),HIF3A(23831)	+/.	./.	chr19:46109043	chr19:46273211	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000267922.1	.	.	.	downstream	upstream	mismatches	.	.	.
WDR62	ZFP82	+/.	-/.	chr19:36080250	chr19:36397236	intron	intron	deletion/read-through/5'-5'	0	0	0	1	4	low	.	.	.	.	.	ENSG00000075702.19	ENSG00000181007.9	.	.	downstream	upstream	duplicates(1)	.	.	.
MTDHP5(9147),VN1R85P(24502)	ZNF728	./.	-/.	chr19:22150264	chr19:22979885	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000269067.2	.	.	downstream	upstream	mismatches	.	.	.
CEACAM22P	RELB	-/.	+/.	chr19:44562063	chr19:45003391	intron	intron	deletion/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000290603.1	ENSG00000104856.15	.	.	downstream	upstream	mismatches	.	.	.
KLF2-DT	NWD1	-/.	+/.	chr19:16315576	chr19:16812622	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267275.1	ENSG00000188039.17	.	.	downstream	upstream	mismatches	.	.	.
MEIOSIN	MYPOP(3512),NANOS2(7089)	+/.	./.	chr19:45736999	chr19:45906125	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000237452.3	.	.	.	downstream	upstream	mismatches(1)	.	.	.
KCNJ14	TULP2	+/.	-/.	chr19:48461145	chr19:48894462	intron	intron	deletion/5'-5'	0	0	0	2	3	low	.	.	.	.	.	ENSG00000182324.7	ENSG00000104804.9	.	.	downstream	upstream	mismatches	.	.	.
VSTM2B-DT	POP4(14878),PLEKHF1(33344)	-/.	./.	chr19:29403237	chr19:29632115	intron	intergenic	deletion/read-through	0	0	0	3	2	low	.	.	.	.	.	ENSG00000264515.7	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283403	ENSG00000288017(44389),UQCRFS1(67900)	-/.	./.	chr19:28678200	chr19:29137420	intron	intergenic	deletion	0	0	0	3	2	low	.	.	.	.	.	ENSG00000283403.1	.	.	.	downstream	upstream	mismatches	.	.	.
TPM3P9	TPM3P6	+/+	+/+	chr19:53442501	chr19:53480047	exon	exon	deletion/read-through	0	0	0	3	6	low	.	.	.	.	.	ENSG00000241015.2	ENSG00000250731.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283269	ENSG00000288017(45422),UQCRFS1(66867)	-/.	./.	chr19:28685237	chr19:29138453	intron	intergenic	deletion	0	0	1	5	1	low	.	.	.	.	.	ENSG00000283269.2	.	.	.	downstream	upstream	min_support	.	.	.
VN1R6P(14677),ZNF845(3029)	ZNF525	./+	+/+	chr19:53330720	chr19:53386357	intergenic	3'UTR	deletion/read-through	0	0	0	80	105	low	.	.	.	.	.	.	ENSG00000203326.12	.	.	downstream	upstream	mismatches	.	.	.
TLE5(23416),GNA11(7839)	MFSD12	./.	-/.	chr19:3086523	chr19:3563129	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000161091.15	.	.	downstream	upstream	mismatches	.	.	.
ZNF227	ZNF229	+/.	-/.	chr19:44223763	chr19:44423860	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000131115.16	ENSG00000278318.5	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268460	ENSG00000268746	+/+	+/+	chr19:46204920	chr19:47637263	exon/splice-site	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000268460.2	ENSG00000268746.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ADGRL1-AS1	ADGRL1	+/.	-/.	chr19:14147559	chr19:14192469	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267169.2	ENSG00000072071.17	.	.	downstream	upstream	read_through	.	.	.
ENSG00000269035	UNC13A	-/.	-/.	chr19:17449077	chr19:17679299	intron	intron	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000269035.1	ENSG00000130477.16	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2285),ENSG00000238150(34)	ENSG00000238150	./+	+/+	chr19:53775565	chr19:53775628	intergenic	exon	deletion/read-through	0	0	0	323	335	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
TGFBR3L	MYO1F	+/.	-/.	chr19:7918379	chr19:8186145	intron	intergenic	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000260001.7	ENSG00000142347.19	.	.	downstream	upstream	mismatches(1)	.	.	.
PGLYRP2	OR10H1	-/.	-/.	chr19:15490212	chr19:15693501	intron	intergenic	deletion/read-through	0	0	0	6	2	low	.	.	.	.	.	ENSG00000161031.13	ENSG00000186723.4	.	.	downstream	upstream	mismatches(1)	.	.	.
VN1R6P(14633),ZNF845(3073)	RPL39P36	./+	+/+	chr19:53330676	chr19:53413192	intergenic	exon	deletion/read-through	0	0	0	106	51	low	.	.	.	.	.	.	ENSG00000239912.1	.	.	downstream	upstream	duplicates(3),mismatches(9)	.	.	.
ZNF700	ENSG00000268870	+/.	-/.	chr19:11928673	chr19:12416702	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196757.8	ENSG00000268870.1	.	.	downstream	upstream	mismatches	.	.	.
CEACAMP10	TEX101(23411),LYPD3(18779)	-/.	./.	chr19:43247180	chr19:43442008	intron	intergenic	deletion/read-through	1	0	0	1	0	low	.	.	.	.	.	ENSG00000241104.5	.	.	.	downstream	upstream	non_coding_neighbors	.	.	.
ANKRD27	CEP89	-/.	-/.	chr19:32625732	chr19:32900891	intron	intron	deletion/read-through	0	0	1	1	1	low	.	.	.	.	.	ENSG00000105186.16	ENSG00000121289.18	.	.	downstream	upstream	min_support	.	.	.
ENSG00000267243	MAN1A2P1(15240),ENSG00000267617(61396)	-/.	./.	chr19:28496261	chr19:28808111	intron	intergenic	deletion/read-through	0	0	0	5	1	low	.	.	.	.	.	ENSG00000267243.6	.	.	.	downstream	upstream	mismatches	.	.	.
RPS3AP50	UBA2	+/+	+/+	chr19:33341669	chr19:34446752	exon	intron	deletion	0	0	0	25	0	low	.	.	.	.	.	ENSG00000243864.1	ENSG00000126261.13	.	.	downstream	upstream	mismatches(2)	.	.	.
PRAM1(6860),ZNF414(178)	ADAMTS10	./.	-/.	chr19:8509500	chr19:8602490	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000142303.14	.	.	downstream	upstream	mismatches	.	.	.
VN1R6P(14679),ZNF845(3027)	ZNF525	./+	+/+	chr19:53330722	chr19:53386335	intergenic	3'UTR	deletion/read-through	0	0	0	77	105	low	.	.	.	.	.	.	ENSG00000203326.12	.	.	downstream	upstream	mismatches	.	.	.
LGALS7(6211),LGALS7B(9472)	IFNL1	./.	+/.	chr19:38779728	chr19:39297532	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000182393.3	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268744	RPS29P23	-/-	+/-	chr19:12382571	chr19:12373628	exon/splice-site	exon	deletion/read-through/5'-5'	0	0	0	2	3	low	.	.	.	.	.	ENSG00000268744.1	ENSG00000231361.1	.	.	upstream	downstream	read_through(1)	.	.	.
SLC44A2	ZNF627	+/.	+/.	chr19:10618711	chr19:11612353	intron	intron	deletion	0	0	0	4	1	low	.	.	.	.	.	ENSG00000129353.15	ENSG00000198551.10	.	.	downstream	upstream	duplicates(1)	.	.	.
DOCK6	ENSG00000197332	-/.	+/.	chr19:11249664	chr19:11650860	intron	intron	deletion/3'-3'	0	1	0	2	1	low	.	.	.	.	.	ENSG00000130158.14	ENSG00000197332.9	.	.	downstream	upstream	min_support	.	.	.
SYMPK	ENSG00000277748(9072),IGFL1P2(1185)	-/.	./.	chr19:45857672	chr19:46259235	intron	intergenic	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000125755.19	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267571	CATSPERD	-/-	+/-	chr19:5913645	chr19:5771800	exon	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000267571.1	ENSG00000174898.16	.	.	upstream	downstream	mismatches(1)	.	.	.
ZNF83	ZNF702P(5926),ERVV-2(916)	-/.	./.	chr19:52609213	chr19:53043824	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167766.21	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267939(24412),CCL25(11881)	FBN3	./.	-/.	chr19:8040437	chr19:8132663	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000142449.13	.	.	downstream	upstream	mismatches	.	.	.
ATG4D	AP1M2	+/.	-/.	chr19:10548096	chr19:10574086	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130734.10	ENSG00000129354.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF586	ENSG00000269476	+/.	-/.	chr19:57774407	chr19:57902967	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000083828.16	ENSG00000269476.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF738	ZNF493	+/+	+/+	chr19:21384878	chr19:21423917	3'UTR	CDS	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000172687.14	ENSG00000196268.12	.	.	downstream	upstream	mismatches(2)	.	.	.
EIF3G(7309),DNMT1(6115)	SPC24	./.	-/.	chr19:10127227	chr19:11137460	intergenic	intron	deletion	0	0	0	3	2	low	.	.	.	.	.	.	ENSG00000161888.12	.	.	downstream	upstream	mismatches	.	.	.
ZNF676	ZNF98	-/.	-/.	chr19:22189124	chr19:22393508	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000196109.9	ENSG00000197360.9	.	.	downstream	upstream	mismatches	.	.	.
RPL32P34	SAFB	+/+	+/+	chr19:5278133	chr19:5654201	exon	intron	deletion/read-through	0	0	0	55	0	low	.	.	.	.	.	ENSG00000239524.2	ENSG00000160633.13	.	.	downstream	upstream	mismatches(2)	.	.	.
PGK1P2	EEF1A1P7(34),LINC01531(15425)	+/+	./+	chr19:12560429	chr19:35384086	exon	intergenic	deletion	0	0	0	76	537	low	.	.	.	.	.	ENSG00000213290.4	.	.	.	downstream	upstream	mismatches	.	.	.
SEC1P	RASIP1	+/.	-/.	chr19:48640456	chr19:48735878	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000232871.8	ENSG00000105538.10	.	.	downstream	upstream	mismatches(1)	.	.	.
CD22	CD22	+/.	+/.	chr19:35332291	chr19:35332381	exon	exon	inversion/3'-3'	1	0	0	2	0	low	.	.	.	.	.	ENSG00000012124.17	ENSG00000012124.17	.	.	upstream	upstream	intragenic_exonic	.	.	.
MATK	ANKRD24(2133),EBI3(2576)	-/.	./.	chr19:3791570	chr19:4226947	intron	intergenic	deletion	0	0	0	2	2	low	.	.	.	.	.	ENSG00000007264.15	.	.	.	downstream	upstream	mismatches	.	.	.
Y_RNA(6376),CD70(3750)	CD70	./.	-/.	chr19:6579433	chr19:6584053	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000125726.11	.	.	downstream	upstream	read_through	.	.	.
COQ8B	COQ8B	-/.	-/.	chr19:40711965	chr19:40711978	intron	intron	inversion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000123815.13	ENSG00000123815.13	.	.	upstream	upstream	hairpin(1)	.	.	.
VN1R6P(14679),ZNF845(3027)	ENSG00000241069	./+	+/+	chr19:53330722	chr19:53386301	intergenic	exon	deletion/read-through	0	0	0	77	95	low	.	.	.	.	.	.	ENSG00000241069.1	.	.	downstream	upstream	mismatches	.	.	.
TRPM4(2419),SLC6A21P(41217)	FCGRT	./.	+/.	chr19:49214255	chr19:49520212	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000104870.13	.	.	downstream	upstream	mismatches(1)	.	.	.
CELF5	CACTIN	+/.	-/.	chr19:3237097	chr19:3623315	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000161082.13	ENSG00000105298.14	.	.	downstream	upstream	duplicates(1)	.	.	.
ZNF700	ZNF433-AS1	+/.	+/.	chr19:11939604	chr19:12006197	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000196757.8	ENSG00000219665.8	.	.	downstream	upstream	mismatches	.	.	.
PDE4A	PDE4A(2162),KEAP1(14333)	+/.	./.	chr19:10436330	chr19:10471792	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000065989.16	.	.	.	downstream	upstream	read_through	.	.	.
CALR3	CPAMD8	-/.	-/.	chr19:16486130	chr19:16932273	intron	intron	deletion	0	0	0	3	1	low	.	.	.	.	.	ENSG00000269058.6	ENSG00000160111.15	.	.	downstream	upstream	mismatches	.	.	.
LSM14A(14842),GARRE1(10422)	GARRE1	./.	+/.	chr19:34244130	chr19:34345622	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000166398.14	.	.	downstream	upstream	mismatches	.	.	.
SAFB	SAFB	+/+	+/+	chr19:5649440	chr19:5649372	CDS	CDS	duplication/ITD	0	0	0	9	8	low	.	.	.	.	.	ENSG00000160633.13	ENSG00000160633.13	.	.	downstream	upstream	hairpin(1)	.	.	.
ENSG00000285188	MAP1S(8721),ENSG00000268112(8721),FCHO1(4484)	-/-	./-	chr19:18209806	chr19:17743234	3'UTR	intergenic	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000285188.1	.	.	.	upstream	downstream	mismatches	.	.	.
DOHH	ATCAY	-/.	+/.	chr19:3495206	chr19:3920567	intron	intron	deletion/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000129932.10	ENSG00000167654.18	.	.	downstream	upstream	mismatches	.	.	.
ZNF331(3828),ENSG00000290755(15531)	DPRX	./.	+/.	chr19:53584097	chr19:53630186	intergenic	intron	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	.	ENSG00000204595.3	.	.	downstream	upstream	mismatches	.	.	.
PPP1R15A(1407),TULP2(3499)	NUCB1	./.	+/.	chr19:48877466	chr19:48907221	intergenic	intron	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	.	ENSG00000104805.17	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000278895(2180),PPIAP58(1172)	URI1	./.	+/.	chr19:29920010	chr19:29929464	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105176.18	.	.	downstream	upstream	read_through	.	.	.
EEF1A1P7	EEF1A1P7(147),LINC01531(15312)	+/+	./+	chr19:35384042	chr19:35384199	exon	intergenic	deletion/read-through	0	0	0	717	497	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
TICAM1	NRTN	-/.	+/.	chr19:4818729	chr19:5813876	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000127666.11	ENSG00000171119.3	.	.	downstream	upstream	mismatches	.	.	.
RPL29P33	CHCHD2P3(26850),LSM14A(18231)	-/-	./-	chr19:34296266	chr19:34154273	intergenic	intergenic	deletion/read-through	0	0	0	39	0	low	.	.	.	.	.	ENSG00000257074.3	.	.	.	upstream	downstream	mismatches(4)	.	.	.
ZNF675	ENSG00000267924	-/.	-/.	chr19:23702384	chr19:23841339	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000197372.10	ENSG00000267924.1	.	.	downstream	upstream	mismatches(1)	.	.	.
MTDHP5(11920),VN1R85P(21729)	ZNF98	./.	-/.	chr19:22153037	chr19:22408944	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000197360.9	.	.	downstream	upstream	mismatches	.	.	.
C19orf25	ATP8B3	-/.	-/.	chr19:1462442	chr19:1801538	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000119559.17	ENSG00000130270.16	.	.	downstream	upstream	mismatches(1)	.	.	.
CRX(13481),TPRX2(2424)	ENSG00000287603	./.	-/.	chr19:47856811	chr19:48550736	intergenic	intron	deletion	0	0	0	1	4	low	.	.	.	.	.	.	ENSG00000287603.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643859	chr19:12643717	3'UTR	exon	deletion/read-through	0	0	0	150	169	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
MEX3D	MBD3	-/.	-/.	chr19:1563966	chr19:1586826	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000181588.17	ENSG00000071655.18	.	.	downstream	upstream	read_through(1)	.	.	.
C3P1	AP1M2(6516),ENSG00000271010(4170)	+/.	./.	chr19:10045875	chr19:10593831	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167798.20	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF812P	LIMASI	-/.	-/.	chr19:9949907	chr19:10274546	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000224689.12	ENSG00000266978.1	.	.	downstream	upstream	mismatches(1)	.	.	.
TPM3P5(1085),PLEKHA3P1(13060)	CEACAM7	./.	-/.	chr19:41507983	chr19:41685964	intergenic	intron	deletion/read-through	0	0	0	16	0	low	.	.	.	.	.	.	ENSG00000007306.15	.	.	downstream	upstream	low_entropy(1)	.	.	.
ENSG00000269043	ZNF66	+/+	+/+	chr19:20492110	chr19:20809377	intron	3'UTR	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000269043.2	ENSG00000160229.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267922	AP2S1	+/.	-/.	chr19:46837160	chr19:46847360	intergenic	intron	deletion/read-through/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000267922.1	ENSG00000042753.12	.	.	downstream	upstream	read_through(1)	.	.	.
KDM4B	PTPRS	+/.	-/.	chr19:5056548	chr19:5187937	intron	intron	deletion/read-through/5'-5'	0	0	0	2	3	low	.	.	.	.	.	ENSG00000127663.15	ENSG00000105426.19	.	.	downstream	upstream	mismatches	.	.	.
ODAD3	ENSG00000257355	-/.	-/.	chr19:11430334	chr19:12032678	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000198003.12	ENSG00000257355.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF83	ZNF600	-/.	-/.	chr19:52678324	chr19:52759545	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000167766.21	ENSG00000189190.11	.	.	downstream	upstream	mismatches(2)	.	.	.
LIMASI	DNM2	-/.	+/.	chr19:10261523	chr19:10779076	intron	intron	deletion/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000266978.1	ENSG00000079805.19	.	.	downstream	upstream	mismatches	.	.	.
EEF1A1P7	EEF1A1P7(39),LINC01531(15420)	+/+	./+	chr19:35384032	chr19:35384091	exon	intergenic	deletion/read-through	0	0	0	734	537	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
CRX	LIG1	+/.	-/.	chr19:47828023	chr19:48116414	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105392.17	ENSG00000105486.15	.	.	downstream	upstream	mismatches	.	.	.
GPATCH1	ENSG00000267130(18834),RPS3AP50(12465)	+/.	./.	chr19:33121403	chr19:33328221	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000076650.7	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643864	chr19:12643819	3'UTR	exon	deletion/read-through	0	0	0	123	201	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
ZC3H4	ZC3H4	-/.	-/.	chr19:47065988	chr19:47066069	3'UTR	3'UTR	inversion/3'-3'	0	1	0	0	1	low	.	.	.	.	.	ENSG00000130749.10	ENSG00000130749.10	.	.	downstream	downstream	intragenic_exonic	.	.	.
ZNF665	MYADM-AS1	-/.	-/.	chr19:53163209	chr19:53857063	3'UTR	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000197497.11	ENSG00000228323.2	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267173	ZNF229	-/.	-/.	chr19:44377951	chr19:44421344	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000267173.1	ENSG00000278318.5	.	.	downstream	upstream	mismatches	.	.	.
HIF3A	ARHGAP35	+/.	+/.	chr19:46335489	chr19:46938878	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000124440.16	ENSG00000160007.20	.	.	downstream	upstream	mismatches	.	.	.
