#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092710	chr19:34022841	exon	exon	deletion/read-through	0	0	0	30	74	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
RPL29P33	WTIP(19038),RPS26P55(2085)	-/.	./.	chr19:34296744	chr19:34531342	intergenic	intergenic	deletion/read-through	0	0	0	129	0	low	.	.	.	.	.	ENSG00000257074.3	.	.	.	downstream	upstream	mismatches(1)	.	.	.
USHBP1	MVB12A	-/.	+/.	chr19:17265516	chr19:17416255	intron	intron	deletion/read-through/3'-3'	0	0	0	2	5	low	.	.	.	.	.	ENSG00000130307.12	ENSG00000141971.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF431	ENSG00000268747(4668),VN1R83P(8554)	+/.	./.	chr19:21167011	chr19:21281000	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196705.8	.	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL39P38	MIR3188(3157),RPL39P38(25)	-/-	./-	chr19:18285370	chr19:18285318	exon	intergenic	deletion/read-through	0	0	0	78	83	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
CERS1	SUGP1	-/.	-/.	chr19:18886309	chr19:19309757	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000223802.9	ENSG00000105705.16	.	.	downstream	upstream	mismatches	.	.	.
MBOAT7	ENSG00000250507	-/.	-/.	chr19:54175210	chr19:54331239	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000125505.17	ENSG00000250507.1	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL37P23	RPL37P23	+/+	+/+	chr19:52143228	chr19:52143147	exon	exon	duplication/ITD	0	0	0	291	306	low	.	.	.	.	.	ENSG00000243680.1	ENSG00000243680.1	.	.	downstream	upstream	mismatches(1)	.	.	.
BNIP3P13(2748),ZNF90(11926)	ENSG00000267383	./.	-/.	chr19:20066068	chr19:20254978	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000267383.9	.	.	downstream	upstream	mismatches	.	.	.
OCEL1(2242),NR2F6(422)	IL12RB1	./.	-/.	chr19:17231461	chr19:18066949	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000096996.16	.	.	downstream	upstream	mismatches	.	.	.
ARHGAP35	DHX34	+/.	+/.	chr19:47222907	chr19:47367839	intergenic	intron	deletion/read-through	1	0	0	1	1	low	.	.	.	.	.	ENSG00000160007.20	ENSG00000134815.19	.	.	downstream	upstream	min_support	.	.	.
ZNF790-AS1	ZNF568	+/.	+/.	chr19:36808227	chr19:36975846	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267254.8	ENSG00000198453.15	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000196826	ZNF490	-/.	-/.	chr19:12467494	chr19:12587778	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196826.7	ENSG00000188033.10	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF766	ZNF480	+/.	+/.	chr19:52283819	chr19:52318946	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000196214.11	ENSG00000198464.14	.	.	downstream	upstream	mismatches(1)	.	.	.
HOOK2	GCDH	-/.	+/.	chr19:12817278	chr19:12907712	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000095066.12	ENSG00000105607.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283403	ENSG00000288017(45041),UQCRFS1(67248)	-/.	./.	chr19:28496339	chr19:29138072	intron	intergenic	deletion	0	0	0	3	1	low	.	.	.	.	.	ENSG00000283403.1	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF100	ZNF43	-/-	-/-	chr19:21723381	chr19:21828818	3'UTR	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197020.12	ENSG00000198521.12	.	.	downstream	upstream	mismatches	.	.	.
SYT3(1824),C19orf81(7740)	SMIM47	./.	-/.	chr19:50641705	chr19:50786559	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000261341.7	.	.	downstream	upstream	mismatches	.	.	.
BCKDHA	PCAT19	+/.	-/.	chr19:41401032	chr19:41486612	intron	intron	deletion/read-through/5'-5'	0	0	0	0	2	low	.	.	.	.	.	ENSG00000248098.12	ENSG00000267107.9	.	.	downstream	upstream	duplicates	.	.	.
MYO1F	ADAMTS10(17970),NFILZ(1928)	-/.	./.	chr19:8563315	chr19:8628705	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142347.19	.	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2297),ENSG00000238150(22)	ENSG00000238150	./+	+/+	chr19:53775577	chr19:53775606	intergenic	exon	deletion/read-through	0	0	0	281	292	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
ENSG00000266910(5173),ENSG00000287859(14875)	TSHZ3-AS1	./.	+/.	chr19:30043354	chr19:31394565	intergenic	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000267662.1	.	.	downstream	upstream	mismatches	.	.	.
RPL39P36	ENSG00000269842	+/+	+/+	chr19:53413283	chr19:53735777	exon	intron	deletion/read-through	0	0	0	33	0	low	.	.	.	.	.	ENSG00000239912.1	ENSG00000269842.6	.	.	downstream	upstream	mismatches(3)	.	.	.
EEF1A1P7	EEF1A1P7(44),LINC01531(15415)	+/+	./+	chr19:35384031	chr19:35384096	exon	intergenic	deletion/read-through	0	0	0	509	404	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
KIR2DP1	NLRP7	+/.	-/.	chr19:54762524	chr19:54956833	intron	intron	deletion/read-through/5'-5'	0	0	0	1	4	low	.	.	.	.	.	ENSG00000242473.1	ENSG00000167634.12	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269110	ENSG00000280171	-/.	+/.	chr19:20580043	chr19:20684551	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269110.1	ENSG00000280171.1	.	.	downstream	upstream	mismatches	.	.	.
CD22	EEF1A1P7	+/+	+/+	chr19:35330643	chr19:35382949	5'UTR	intron	deletion/read-through	0	2	0	11	451	low	.	.	.	.	.	ENSG00000012124.17	ENSG00000268222.1	.	.	downstream	upstream	in_vitro,mismatches(7)	.	.	.
ENSG00000267383	ENSG00000274800(7861),ZNF682(9587)	-/-	./-	chr19:20164528	chr19:19987471	exon	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000267383.9	.	.	.	upstream	downstream	mismatches	.	.	.
ENSG00000287496(3096),ZNF573(2004)	SIPA1L3	./.	+/.	chr19:37733829	chr19:38154614	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105738.11	.	.	downstream	upstream	mismatches	.	.	.
GP6	PTPRH	-/.	-/.	chr19:55025599	chr19:55184183	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000088053.11	ENSG00000080031.10	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643857	chr19:12643807	3'UTR	exon	deletion/read-through	0	0	0	132	163	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
SAMD4B	ENSG00000269460	+/.	+/.	chr19:39404837	chr19:39687243	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000179134.16	ENSG00000269460.1	.	.	downstream	upstream	mismatches(1)	.	.	.
GNA15-DT	NFIC	-/.	+/.	chr19:3148163	chr19:3318588	intron	intron	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000267551.3	ENSG00000141905.19	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF525	ZNF765	+/+	+/+	chr19:53386393	chr19:53413346	3'UTR	intron	deletion/read-through	0	0	0	89	35	low	.	.	.	.	.	ENSG00000203326.12	ENSG00000196417.13	.	.	downstream	upstream	read_through	.	.	.
ENSG00000267122	MOB3A	-/-	-/-	chr19:2212279	chr19:2091518	exon	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000267122.1	ENSG00000172081.14	.	.	upstream	downstream	mismatches	.	.	.
TRPM4(12522),SLC6A21P(31114)	IZUMO2	./.	-/.	chr19:49224358	chr19:50161161	intergenic	intron	deletion	0	0	0	3	1	low	.	.	.	.	.	.	ENSG00000161652.13	.	.	downstream	upstream	mismatches	.	.	.
ZNF90	ENSG00000267383	+/.	-/.	chr19:20093949	chr19:20259849	intron	intron	deletion/read-through/5'-5'	0	1	0	0	6	low	.	.	.	.	.	ENSG00000213988.11	ENSG00000267383.9	.	.	downstream	upstream	min_support	.	.	.
ENSG00000267001	ENSG00000253392(3147),ZNF77(3224)	-/.	./.	chr19:2729826	chr19:2929994	intron	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000267001.1	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF805	ENSG00000268266(3103),ZNF419(1612)	+/.	./.	chr19:57250319	chr19:57486099	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000204524.7	.	.	.	downstream	upstream	mismatches	.	.	.
MAP4K1-AS1	EIF3K(2478),ACTN4(8216)	+/.	./.	chr19:38599097	chr19:38639433	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267291.1	.	.	.	downstream	upstream	mismatches	.	.	.
SH2D3A	INSR	-/.	-/.	chr19:6758494	chr19:7212835	exon	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000125731.13	ENSG00000171105.14	.	.	downstream	upstream	mismatches	.	.	.
SLC1A6	AKAP8L	-/.	-/.	chr19:14989456	chr19:15386153	intron	intron	deletion/read-through	0	0	1	2	1	low	.	.	.	.	.	ENSG00000105143.13	ENSG00000011243.19	.	.	downstream	upstream	min_support	.	.	.
FXYD1	EEF1A1P7	+/+	+/+	chr19:35140726	chr19:35382396	intron	exon	deletion/read-through	0	0	0	10	694	low	.	.	.	.	.	ENSG00000266964.6	ENSG00000268222.1	.	.	downstream	upstream	duplicates(3),low_entropy(5),mismatches(2)	.	.	.
ZNF321P	ZNF813	-/.	+/.	chr19:52933616	chr19:53469016	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000213801.4	ENSG00000198346.11	.	.	downstream	upstream	duplicates(1)	.	.	.
EEF1A1P7	LINC01531	+/+	+/+	chr19:35383406	chr19:35408431	exon	exon	deletion/read-through	0	0	0	728	0	low	.	.	.	.	.	ENSG00000268222.1	ENSG00000205786.8	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000287603	RASIP1	-/.	-/.	chr19:48562774	chr19:48727782	intron	intron	deletion/read-through	0	0	0	1	5	low	.	.	.	.	.	ENSG00000287603.1	ENSG00000105538.10	.	.	downstream	upstream	mismatches(1)	.	.	.
OLFM2	C3P1	-/.	+/.	chr19:10023899	chr19:10060856	intergenic	intron	deletion/read-through/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000105088.9	ENSG00000291164.1	.	.	downstream	upstream	mismatches(1)	.	.	.
SPTBN4	ENSG00000255730	+/.	+/.	chr19:40541851	chr19:41404700	intron	intron	deletion	0	0	0	2	2	low	.	.	.	.	.	ENSG00000160460.17	ENSG00000255730.5	.	.	downstream	upstream	mismatches	.	.	.
LGALS4	FBXO27(24315),ACP7(26813)	-/.	./.	chr19:38809334	chr19:39057100	intron	intergenic	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000171747.9	.	.	.	downstream	upstream	mismatches	.	.	.
NWD1	SLC5A5	+/.	+/.	chr19:16811409	chr19:17879119	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188039.17	ENSG00000105641.4	.	.	downstream	upstream	mismatches(1)	.	.	.
GNG7	SGTA	-/.	-/.	chr19:2632364	chr19:2745184	intron	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000176533.13	ENSG00000104969.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ARHGAP35	ARHGAP35	+/+	+/+	chr19:46937367	chr19:46937278	CDS	CDS	duplication/ITD	0	0	0	3	2	low	.	.	.	.	.	ENSG00000160007.20	ENSG00000160007.20	.	.	downstream	upstream	same_gene	.	.	.
ENSG00000196826	PGK1P2	-/-	+/-	chr19:12477377	chr19:12561055	intron	exon	deletion/read-through/3'-3'	0	0	0	0	54	low	.	.	.	.	.	ENSG00000196826.7	ENSG00000213290.4	.	.	downstream	upstream	read_through(1)	.	.	.
POLR2E	EEF2	-/.	-/.	chr19:1093950	chr19:3979998	CDS	CDS	inversion/3'-3'	1	0	0	10	105	low	.	.	.	.	.	ENSG00000099817.12	ENSG00000167658.16	.	.	downstream	downstream	min_support	.	.	.
ENSG00000267612(7413),ZNF846(12637)	ZNF846	./.	-/.	chr19:9739356	chr19:9754347	intergenic	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	.	ENSG00000196605.7	.	.	downstream	upstream	mismatches(1)	.	.	.
TARM1	RPS9	-/.	+/.	chr19:54077255	chr19:54245691	intron	intron	deletion/read-through/3'-3'	0	0	0	1	4	low	.	.	.	.	.	ENSG00000248385.8	ENSG00000170889.14	.	.	downstream	upstream	duplicates(1),mismatches(1)	.	.	.
PPFIA3	PPFIA3	+/.	+/.	chr19:49132398	chr19:49132406	intron	intron	duplication/ITD	0	0	0	1	1	low	.	.	.	.	.	ENSG00000177380.14	ENSG00000177380.14	.	.	upstream	downstream	low_entropy(1)	.	.	.
MOB3A	JSRP1	-/.	-/.	chr19:2086455	chr19:2261169	intron	intron	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000172081.14	ENSG00000167476.10	.	.	downstream	upstream	mismatches(1)	.	.	.
ZC3H4	SLC8A2	-/.	-/.	chr19:47076819	chr19:47450350	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130749.10	ENSG00000118160.14	.	.	downstream	upstream	duplicates(1)	.	.	.
ZNF525	RPL39P36	+/+	+/+	chr19:53386287	chr19:53413209	3'UTR	exon	deletion/read-through	0	0	0	29	36	low	.	.	.	.	.	ENSG00000203326.12	ENSG00000239912.1	.	.	downstream	upstream	mismatches	.	.	.
PEPD	RPL21P131(17821),CHST8(14444)	-/.	./.	chr19:33420475	chr19:33607509	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000124299.16	.	.	.	downstream	upstream	mismatches(1)	.	.	.
SAFB2	SAFB	-/.	+/.	chr19:5597898	chr19:5637114	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130254.12	ENSG00000160633.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF556	TNFAIP8L1	+/.	+/.	chr19:3166414	chr19:4646218	intergenic	intron	deletion	0	0	0	8	4	low	.	.	.	.	.	ENSG00000172000.7	ENSG00000185361.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF780A	SPTBN4	-/.	+/.	chr19:40081319	chr19:40475833	intron	intron	deletion/read-through/3'-3'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000197782.15	ENSG00000160460.17	.	.	downstream	upstream	duplicates(1)	.	.	.
INSR	PNPLA6	-/.	+/.	chr19:7204099	chr19:7544328	intron	intron	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000171105.14	ENSG00000032444.17	.	.	downstream	upstream	mismatches	.	.	.
USHBP1	PGLS	-/.	+/.	chr19:17265516	chr19:17517028	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000130307.12	ENSG00000130313.7	.	.	downstream	upstream	duplicates(1)	.	.	.
RPL36AP50	RPL36AP51	+/+	+/+	chr19:54974046	chr19:21233573	exon	exon	duplication	0	0	1	26	51	low	.	.	.	.	.	ENSG00000243494.1	ENSG00000242291.1	.	.	downstream	upstream	min_support	.	.	.
CTBP2P7(10888),ZNF260(1640)	ENSG00000291239	./.	+/.	chr19:36509047	chr19:36902619	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000291239.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000252200(208),ENSG00000288773(11312)	PPP1R37	./.	+/.	chr19:44726266	chr19:45133243	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000104866.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF350-AS1	ZNF432	+/.	-/.	chr19:51958092	chr19:52043443	intron	intron	deletion/read-through/5'-5'	0	0	0	1	4	low	.	.	.	.	.	ENSG00000269235.4	ENSG00000256087.7	.	.	downstream	upstream	mismatches(1)	.	.	.
ACTN4	HNRNPL(5655),RINL(9828)	+/.	./.	chr19:38688344	chr19:38858002	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130402.14	.	.	.	downstream	upstream	mismatches	.	.	.
ADGRE4P	INSR	-/.	-/.	chr19:6990472	chr19:7148126	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000171105.14	.	.	downstream	upstream	mismatches	.	.	.
NR1H2	LRRC4B	+/.	-/.	chr19:50343699	chr19:50541301	intron	intron	deletion/read-through/5'-5'	0	0	0	1	8	low	.	.	.	.	.	ENSG00000131408.15	ENSG00000131409.13	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF1A1P7	EEF1A1P7(34),LINC01531(15425)	+/+	./+	chr19:35384046	chr19:35384086	exon	intergenic	deletion/read-through	0	0	0	472	404	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ZNF790	ENSG00000291239	-/.	+/.	chr19:36826456	chr19:36971110	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197863.9	ENSG00000291239.1	.	.	downstream	upstream	mismatches	.	.	.
IQCN(2733),JUND(2461)	ENSG00000269191	./.	+/.	chr19:18277233	chr19:18533925	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000269191.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF728(5859),LINC01859(6024)	ZNF730	./.	+/.	chr19:23009035	chr19:23106643	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000183850.14	.	.	downstream	upstream	mismatches	.	.	.
LAIR1	LILRB3	-/-	-/-	chr19:54353927	chr19:54216528	3'UTR	3'UTR	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167613.16	ENSG00000204577.12	.	.	upstream	downstream	mismatches	.	.	.
RPL13A	RPL13A	+/+	+/+	chr19:49490847	chr19:49490509	CDS	CDS	duplication	0	0	0	238	247	low	.	.	.	.	.	ENSG00000142541.18	ENSG00000142541.18	.	.	downstream	upstream	hairpin(1)	.	.	.
DNMT1	LIMASI	-/.	-/.	chr19:10205405	chr19:10253263	intron	intron	deletion/read-through	0	0	0	1	5	low	.	.	.	.	.	ENSG00000130816.17	ENSG00000266978.1	.	.	downstream	upstream	mismatches	.	.	.
COL5A3	LDLR	-/.	+/.	chr19:9964054	chr19:10599123	intron	intergenic	deletion/3'-3'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000080573.7	ENSG00000130164.15	.	.	downstream	upstream	mismatches(1)	.	.	.
COLGALT1	ARRDC2	+/.	+/.	chr19:17853465	chr19:18006285	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000130309.12	ENSG00000105643.11	.	.	downstream	upstream	duplicates(1)	.	.	.
GARRE1	GARRE1	+/.	+/.	chr19:34296661	chr19:34296728	intron	intron	duplication/ITD	0	0	0	154	143	low	.	.	.	.	.	ENSG00000166398.14	ENSG00000166398.14	.	.	upstream	downstream	hairpin(1)	.	.	.
ABCA7	MEX3D	+/.	-/.	chr19:1048284	chr19:1305326	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000064687.13	ENSG00000181588.17	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269693	WDR83	-/.	+/.	chr19:12627445	chr19:12672384	intergenic	exon	deletion/read-through/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000123154.12	.	.	downstream	upstream	mismatches	.	.	.
ZNF627	ENSG00000267179	+/.	+/.	chr19:11595812	chr19:11957206	intron	intron	deletion/read-through	0	0	0	1	6	low	.	.	.	.	.	ENSG00000198551.10	ENSG00000267179.1	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000268746	CRX	+/.	+/.	chr19:47622111	chr19:47832273	intron	intron	deletion/read-through	0	0	1	1	1	low	.	.	.	.	.	ENSG00000268746.1	ENSG00000105392.17	.	.	downstream	upstream	min_support	.	.	.
SLC25A42	PBX4	+/.	-/.	chr19:19093820	chr19:19573873	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000181035.14	ENSG00000105717.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000288017(44370),UQCRFS1(67919)	VSTM2B-DT	./.	-/.	chr19:29137401	chr19:29464020	intergenic	intron	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	.	ENSG00000264515.7	.	.	downstream	upstream	mismatches	.	.	.
WIZ	CYP4F23P(17115),ENSG00000267135(9799)	-/.	./.	chr19:15443320	chr19:15601824	intron	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000011451.21	.	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL9P32	CCNE1(7113),ENSG00000286538(7107)	-/-	./-	chr19:29956593	chr19:29831425	exon	intergenic	deletion/read-through	0	0	0	139	1	low	.	.	.	.	.	ENSG00000242100.2	.	.	.	upstream	downstream	low_entropy(1)	.	.	.
ENSG00000267698	WDR62	+/.	+/.	chr19:36029515	chr19:36075677	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267698.2	ENSG00000075702.19	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL18A(5532),ENSG00000279617(1588)	TMEM59L	./.	+/.	chr19:17869685	chr19:18618844	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105696.9	.	.	downstream	upstream	mismatches	.	.	.
LINC01775(10152),GADD45B(3785)	GNG7	./.	-/.	chr19:2472337	chr19:2551934	intergenic	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	.	ENSG00000176533.13	.	.	downstream	upstream	mismatches(1)	.	.	.
LIPE-AS1	PSG8-AS1(799),ENSG00000291235(11691)	+/.	./.	chr19:42482597	chr19:42827677	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213904.11	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF155	ENSG00000267022	+/.	+/.	chr19:43995336	chr19:44055385	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000204920.11	ENSG00000267022.1	.	.	downstream	upstream	mismatches(1)	.	.	.
DBP	RASIP1	-/-	-/-	chr19:48632231	chr19:48727782	exon	intron	deletion/read-through	0	0	0	3	5	low	.	.	.	.	.	ENSG00000105516.11	ENSG00000105538.10	.	.	downstream	upstream	mismatches(3)	.	.	.
SYCE2	RPL12P42(36256),CACNA1A(11398)	-/.	./.	chr19:12912066	chr19:13195044	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000161860.8	.	.	.	downstream	upstream	mismatches	.	.	.
NFILZ	NFILZ(4098),ENSG00000279426(10472)	+/.	./.	chr19:8673923	chr19:8685249	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268480.4	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000269842	NLRP12	+/.	-/.	chr19:53653420	chr19:53809013	intron	intron	deletion/read-through/5'-5'	0	0	0	2	0	low	.	.	.	.	.	ENSG00000269842.6	ENSG00000142405.23	.	.	downstream	upstream	mismatches(1)	.	.	.
NMRK2	MPND	+/.	+/.	chr19:3941356	chr19:4345164	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000077009.14	ENSG00000008382.16	.	.	downstream	upstream	mismatches	.	.	.
ZNF211	ZNF776(9426),ZNF586(2081)	+/.	./.	chr19:57639545	chr19:57767574	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000121417.14	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269693	ZNF490	-/.	-/.	chr19:12532545	chr19:12622165	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000188033.10	.	.	downstream	upstream	mismatches	.	.	.
GNG7	ENSG00000253392(2857),ZNF77(3514)	-/.	./.	chr19:2631174	chr19:2929704	intron	intergenic	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000176533.13	.	.	.	downstream	upstream	mismatches	.	.	.
TSKS	AP2A1	-/.	+/.	chr19:49752170	chr19:49774708	intron	intron	deletion/read-through/3'-3'	0	0	0	5	4	low	.	.	.	.	.	ENSG00000126467.11	ENSG00000196961.13	.	.	downstream	upstream	mismatches(3)	.	.	.
USHBP1	BISPR	-/.	+/.	chr19:17265516	chr19:17416255	intron	intron	deletion/read-through/3'-3'	0	0	0	2	5	low	.	.	.	.	.	ENSG00000130307.12	ENSG00000282851.2	.	.	downstream	upstream	mismatches(1)	.	.	.
DNAAF3	PPP6R1	-/.	-/.	chr19:55163374	chr19:55235733	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000167646.14	ENSG00000105063.19	.	.	downstream	upstream	mismatches	.	.	.
TMEM161A(1117),MEF2B(5937)	ZNF253	./.	+/.	chr19:19139630	chr19:19869840	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000256771.5	.	.	downstream	upstream	mismatches	.	.	.
RPL36AP50	RPL36AP50	+/+	+/+	chr19:54974023	chr19:54973926	exon	exon	duplication/ITD	0	0	0	33	30	low	.	.	.	.	.	ENSG00000243494.1	ENSG00000243494.1	.	.	downstream	upstream	duplicates(1),hairpin(1)	.	.	.
UNC13A	UNC13A(23920),MAP1S(6957)	-/.	./.	chr19:17632048	chr19:17712285	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000130477.16	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269427	TMEM38A	+/+	+/+	chr19:16638045	chr19:16688772	intron	3'UTR	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269427.1	ENSG00000072954.7	.	.	downstream	upstream	mismatches	.	.	.
